label,degree
#37453=IfcPolyLoop,25
#37865=IfcPolyLoop,25
#37892=IfcPolyLoop,25
#38045=IfcPolyLoop,25
#38072=IfcPolyLoop,25
#38226=IfcPolyLoop,25
#38253=IfcPolyLoop,25
#38407=IfcPolyLoop,25
#38434=IfcPolyLoop,25
#38587=IfcPolyLoop,25
#38614=IfcPolyLoop,25
#38910=IfcPolyLoop,25
#38937=IfcPolyLoop,25
#39138=IfcPolyLoop,25
#39165=IfcPolyLoop,25
#39330=IfcPolyLoop,25
#39357=IfcPolyLoop,25
#39558=IfcPolyLoop,25
#39585=IfcPolyLoop,25
#39786=IfcPolyLoop,25
#39813=IfcPolyLoop,25
#40014=IfcPolyLoop,25
#40041=IfcPolyLoop,25
#40211=IfcPolyLoop,25
#40238=IfcPolyLoop,25
#40488=IfcPolyLoop,25
#40515=IfcPolyLoop,25
#40668=IfcPolyLoop,25
#40695=IfcPolyLoop,25
#40849=IfcPolyLoop,25
#40876=IfcPolyLoop,25
#41030=IfcPolyLoop,25
#41057=IfcPolyLoop,25
#41210=IfcPolyLoop,25
#41237=IfcPolyLoop,25
#41487=IfcPolyLoop,25
#41514=IfcPolyLoop,25
#41667=IfcPolyLoop,25
#41694=IfcPolyLoop,25
#41847=IfcPolyLoop,25
#41874=IfcPolyLoop,25
#42025=IfcPolyLoop,25
#42052=IfcPolyLoop,25
#42202=IfcPolyLoop,25
#42229=IfcPolyLoop,25
#42432=IfcPolyLoop,25
#42459=IfcPolyLoop,25
#42654=IfcPolyLoop,25
#42681=IfcPolyLoop,25
#42921=IfcPolyLoop,25
#42948=IfcPolyLoop,25
#43149=IfcPolyLoop,25
#43176=IfcPolyLoop,25
#43406=IfcPolyLoop,25
#43433=IfcPolyLoop,25
#43598=IfcPolyLoop,25
#43625=IfcPolyLoop,25
#43776=IfcPolyLoop,25
#43803=IfcPolyLoop,25
#43953=IfcPolyLoop,25
#43980=IfcPolyLoop,25
#44132=IfcPolyLoop,25
#44159=IfcPolyLoop,25
#44311=IfcPolyLoop,25
#44338=IfcPolyLoop,25
#44540=IfcPolyLoop,25
#44567=IfcPolyLoop,25
#44720=IfcPolyLoop,25
#44747=IfcPolyLoop,25
#44949=IfcPolyLoop,25
#44976=IfcPolyLoop,25
#45232=IfcPolyLoop,25
#45266=IfcPolyLoop,25
#45308=IfcPolyLoop,25
#45335=IfcPolyLoop,25
#45560=IfcPolyLoop,25
#45587=IfcPolyLoop,25
#45740=IfcPolyLoop,25
#45767=IfcPolyLoop,25
#45927=IfcPolyLoop,25
#45961=IfcPolyLoop,25
#46003=IfcPolyLoop,25
#46030=IfcPolyLoop,25
#46255=IfcPolyLoop,25
#46282=IfcPolyLoop,25
#46484=IfcPolyLoop,25
#46511=IfcPolyLoop,25
#46664=IfcPolyLoop,25
#46691=IfcPolyLoop,25
#46844=IfcPolyLoop,25
#46871=IfcPolyLoop,25
#47072=IfcPolyLoop,25
#47099=IfcPolyLoop,25
#47301=IfcPolyLoop,25
#47328=IfcPolyLoop,25
#47481=IfcPolyLoop,25
#47508=IfcPolyLoop,25
#47661=IfcPolyLoop,25
#47688=IfcPolyLoop,25
#47939=IfcPolyLoop,25
#47966=IfcPolyLoop,25
#48117=IfcPolyLoop,25
#48144=IfcPolyLoop,25
#48297=IfcPolyLoop,25
#48324=IfcPolyLoop,25
#48478=IfcPolyLoop,25
#48505=IfcPolyLoop,25
#48656=IfcPolyLoop,25
#48683=IfcPolyLoop,25
#48836=IfcPolyLoop,25
#48863=IfcPolyLoop,25
#49063=IfcPolyLoop,25
#49090=IfcPolyLoop,25
#49340=IfcPolyLoop,25
#49367=IfcPolyLoop,25
