label,degree
#38367=IfcCartesianPoint,8
#38381=IfcCartesianPoint,8
#39212=IfcPropertySet,8
#39470=IfcPropertySet,8
#39582=IfcPropertySet,8
#39634=IfcPropertySet,8
#43319=IfcPropertySet,8
#47199=IfcCartesianPoint,8
#48909=IfcPropertySet,8
#49372=IfcCartesianPoint,8
#50441=IfcPropertySet,8
#50723=IfcPropertySet,8
#50771=IfcShapeRepresentation,8
#50879=IfcPropertySet,8
#50922=IfcPropertySet,8
#51029=IfcRelAssociatesMaterial,8
#51061=IfcRelDefinesByType,8
#51077=IfcRelDefinesByType,8
#51111=IfcRelDefinesByProperties,8
#51113=IfcRelDefinesByProperties,8
#51115=IfcRelDefinesByProperties,8
#51117=IfcRelDefinesByProperties,8
#51119=IfcRelDefinesByProperties,8
#51121=IfcRelDefinesByProperties,8
#51123=IfcRelDefinesByProperties,8
#51125=IfcRelDefinesByProperties,8
#51189=IfcRelDefinesByProperties,8
#51191=IfcRelDefinesByProperties,8
#51193=IfcRelDefinesByProperties,8
#51195=IfcRelDefinesByProperties,8
#233=IfcPropertySet,7
#257=IfcCartesianPoint,7
#321=IfcCartesianPoint,7
#335=IfcCartesianPoint,7
#583=IfcCartesianPoint,7
#613=IfcCartesianPoint,7
#673=IfcCartesianPoint,7
#2613=IfcCartesianPoint,7
#2987=IfcCartesianPoint,7
#2989=IfcCartesianPoint,7
#3306=IfcCartesianPoint,7
#3340=IfcCartesianPoint,7
#3390=IfcCartesianPoint,7
#3672=IfcClosedShell,7
#3675=IfcClosedShell,7
#4935=IfcCartesianPoint,7
#4954=IfcCartesianPoint,7
#4966=IfcCartesianPoint,7
#5017=IfcCartesianPoint,7
#5043=IfcCartesianPoint,7
#5062=IfcCartesianPoint,7
#5116=IfcCartesianPoint,7
#5128=IfcCartesianPoint,7
#5137=IfcCartesianPoint,7
#5184=IfcCartesianPoint,7
#5210=IfcCartesianPoint,7
#5227=IfcCartesianPoint,7
#6749=IfcCartesianPoint,7
#6761=IfcCartesianPoint,7
#6973=IfcCartesianPoint,7
#6985=IfcCartesianPoint,7
#7226=IfcCartesianPoint,7
#7241=IfcCartesianPoint,7
#7253=IfcCartesianPoint,7
#7282=IfcCartesianPoint,7
#7310=IfcCartesianPoint,7
#7341=IfcCartesianPoint,7
#7369=IfcCartesianPoint,7
#7443=IfcCartesianPoint,7
#7678=IfcCartesianPoint,7
#7689=IfcCartesianPoint,7
#7709=IfcCartesianPoint,7
#7730=IfcCartesianPoint,7
#7758=IfcCartesianPoint,7
#7897=IfcCartesianPoint,7
#7954=IfcCartesianPoint,7
#8089=IfcCartesianPoint,7
#8199=IfcCartesianPoint,7
#8267=IfcCartesianPoint,7
#8367=IfcCartesianPoint,7
#8417=IfcCartesianPoint,7
#8436=IfcCartesianPoint,7
#8457=IfcCartesianPoint,7
#8534=IfcCartesianPoint,7
#8564=IfcCartesianPoint,7
#8612=IfcCartesianPoint,7
#8623=IfcCartesianPoint,7
#8634=IfcCartesianPoint,7
#8775=IfcCartesianPoint,7
#8787=IfcCartesianPoint,7
#8967=IfcCartesianPoint,7
